﻿id,Tweet,Dialect
262,"""المجامله خرا ي جماعه ادو كل واحد حقيقتو ف وشو كده""",Egyptian
263,"""اي شخص داخل يستظرف ومش اد الكاش ميدخلش يتكلم احسن الكاش بتاعنا دولار لاي شخص واللي داخل يستظرف ويحور ميدخلش خاص""",Egyptian
264,"""دي مش كوره قدم العيال بتلعب ڤولي بول""",Egyptian
265,"""هيا تشيلسي اه الشوط التاني بتقع بس مش من هجمه السنتره""",Egyptian
266,"""هو كله بيقلب فان باستن ليه قدامنا""",Egyptian
267,"""والله العظيم عارف انك هتكتبي كده""",Egyptian
268,"""يالهوز يالهوز فرحتيني اوي ومش عارف اقول اي بقا احلي نورمين ف الدنيا""",Egyptian
269,"""بتحصل عادي وهاتتعود انا كتبت تقريبا الف كلمه في روايه وسنتين بحث وقرايه وبعدين اكتشفت اني مح""",Egyptian
270,"""تم خصم ج عشان تبقي ترد علي امك وحش تاني""",Egyptian
271,"""طب وبالنسبه للبنت الي هو خاطبها وهي عارفه الكلام ده وبرضوا وافقت بيه متبقوش بنات بنت كلب""",Egyptian
272,"""شايفين الكلام علمي مدام بقدونس ونبي الي شايفه ان شرف الراجل مرتبط بتصرفات امه واخته بس هو بره الحسبه""",Egyptian
273,"""ازاي""",Egyptian
274,"""كان المفروض توفروا ال جنيه اللي ف السنه دول عشان تتربوا بيهم""",Egyptian
275,"""مش هروح متقلقش انا معاك""",Egyptian
276,"""علشان الملوك والرءساء مش فاضيين الا للترفيه والوساخه""",Egyptian
277,"""تم يا باشا""",Egyptian
278,"""يعني الغبيه كاتبه تويت تحريض صريح علي العنف بس العنف اللي مش بيتقفش ولا حد يعرف يمسك علينا حاجه ومكمله غباء في ال""",Egyptian
279,"""ايوه احنا دايما اللي لازم نستحمل اهالينا عشان هما عندهم ضغوطات حياه واحنا عندنا كريم كراميل""",Egyptian
280,"""احلي صفتي ف الدين والله ياعم ابو منال عمري ما اعملها مع حد لو علي موتي اني اسيبه واجري ديه انت هتلاقيك فاهم غلط و""",Egyptian
281,"""وفضل شاكر ماله ومال الجامده دي""",Egyptian
282,"""دول مش انونات دول قمرات والله""",Egyptian
283,"""طب بنسبه لاول شعوي""",Egyptian
284,"""اتمني ان بكره بعد منتصف الليل تعملي فيديو عشان عيد ميلادي اتفشخر بيه وسط صحابي""",Egyptian
285,"""لازم نستحمل الناس علشان عندها مشاكل انما احنا عندنا طعميه تجنن سخنه وبسمسم كمان""",Egyptian
286,"""سيبو الناس في حالها يجماعه وسيبو احمد الشيخ يتجوز براحته محدش بيجوزه من جيبه ومحدش يعرف ايه ال كان بينه وبين طليقته""",Egyptian
287,"""ياللي كان طيفك علي بالي وانا بتمناه مش هتصدق ايه كان حالي قبل ما القاك كنت بحسد كل فرحه اشوفها بين قلبين كنت اغير م""",Egyptian
288,"""الكيرڤي و الملبن يكسب العود الفرنساوي ده تولع فيه يوم الجمعه وتبخر بيه نفسك""",Egyptian
289,"""مفيش مفهوميه خاالص""",Egyptian
290,"""اخوكي ابن ناس دي مش هنختلف فيها بس مش كلهم محترمين يستي و نصهم بيشقطوا باسم انهم ظباط""",Egyptian
291,"""اخر العنقود والله مش متدلع يعني دا اكتر واحد بيقضي رسايل البيت اللي مش بتخلص وبيتعامل عاادي ممكن بيدلع وهوا صغير بس""",Egyptian
292,"""انتي شبه ابوكي يابه مش امك لا وبعدين اسمها تشبه امها مش مامتها يا بتاعت اللغه العربيه ياهانم""",Egyptian
293,"""والله بجد حصل والله حصل""",Egyptian
294,"""اهرب من قلبي اروح علي يا شباب عشان تايه معلش وانا ابن ناس والله ومش معايا فلوس اروح""",Egyptian
295,"""تمام انا مع حضرتك في اللي انت بتقوله""",Egyptian
296,"""و ليه انا ده يبقي حالي""",Egyptian
297,"""عيد ميلاد مشيره وهنحتفل واحنا فقرا ربنا يجعلها فتحه خيره علينا السنادي عشان انا اتعقدت من عيد ميلادها""",Egyptian
298,"""اغنيه ايه حضرتك ال بتقول الكلام ده""",Egyptian
299,"""يا جدع انت اي ارحم شويه بقي انت هتكون من اسباب قطع عيشها""",Egyptian
300,"""الواحده دا مش محتاجه دعم يبيه""",Egyptian
301,"""عاوز حد يتحكم في تصرفاتي""",Egyptian
302,"""هاي شهر سبتمبر هو شهري لان فيه عيد ميلادي اللي بشوف فيه كسبت ايه وخسرت ايه وصلت لايه وحققت ايه بشوف حياتي كده ت""",Egyptian
303,"""و العجيب اكتر مثلا ان حد يتشتم ف كذا جيم و يعمل ريتويت تاني طب انت بتاكد المعلومه""",Egyptian
304,"""ه بتوقع بينا ليه روح ترجملها بقا""",Egyptian
305,"""وفي الحالتين متزعلش منو""",Egyptian
306,"""يااه ي اخي اقسم بالله احلي ايتم ومازلت بحب لعبه دي بس فين الجار المشاكس""",Egyptian
307,"""اي حاجه بقا""",Egyptian
308,"""حفظي ل الاغاني التركيه دي بيخليني واخده ثقه جامده ف نفسي من اللغه اللي هوا هقوم احضر الشنطه واسافر ع تركيا يلا""",Egyptian
309,"""انا جايه من هناك وبقولك مفيش حاجه اسمها فرصه تانيه""",Egyptian
310,"""متلعبش رجاله علشان تعدي معاك""",Egyptian
311,"""الكريب دا حاجه عظيمه سواء اكل او طرح""",Egyptian
312,"""اها طبعاا مش انا لا""",Egyptian
313,"""انساهم تلاقيهم ورا ضلك ماشين هتنشغل ليه بيهم خاليهم عايشين""",Egyptian
314,"""فكره ان السنه فاضلها شهور و تخلص دي مخيفه والله انا لسه فاكره ليله راس السنه""",Egyptian
315,"""انا مش هاسكت علي الموضوع ده انها الفتنه يا اخ محمود""",Egyptian
316,"""يا عم امير صل علي النبي انت بتهاتي في ايه بس قسما بربي العقليات دي ممكن تشكك في اديان عادي جدا ف""",Egyptian
317,"""ايه الترويش ده""",Egyptian
318,"""نوجه اعتذار لان بسببي اضطريتي تفتحيه اساسا وشكر عشان قاعده تعمليلي اللي مبعرفش اعمله""",Egyptian
319,"""ي باشا انتا اللي عمنا وعم الناس الا اخويا عادل""",Egyptian
320,"""باشا كلها معاها فلوس يعني وبتصرف الا انتم""",Egyptian
321,"""احلا حاجه""",Egyptian
322,"""مش فاهمه هو دا ايه""",Egyptian
323,"""دي حاجه نيله خالص والله""",Egyptian
324,"""انا بس عايزه اسافر ادلع يومين كدا وارجع اواجه السنه والدنيا الملخبطه دي""",Egyptian
325,"""يا كابتن محمد انهارده عيد ميلاد اسلام ال وهو من عشاق حضرتك جدا ويعتبرك مثلوا الاعلي عايزين نفرح""",Egyptian
326,"""رخم اوي""",Egyptian
327,"""بحب داليا اوي والله ونفسي تبقي احسن حد ف الدنيا و تروق بقي عشان بحب اشوفها رايقه و بتضحك ربنا يسعدك ي بيبي و يخ""",Egyptian
328,"""ايوه وانا قولت هلعب الماتشات حسب الجدول متحطش ماتش الكاس مكان ماتش الدوري انت عامل جدول ول""",Egyptian
329,"""جماعه بلاش محن علي فايلر مدرب الاهلي علشان شكلكوا خره وممحون اوي الاهلي""",Egyptian
330,"""مش كنت بايعه الجوله اللي فاتت""",Egyptian
331,"""دول صحابي ربما يديمهم ع طول""",Egyptian
332,"""بالتوفيق يا حاوي ربنا يكتبلك الخير يارب سواء رجعت تاني ولا لا بس جماهير الزمالك كلها بتحبك""",Egyptian
333,"""انا مبسوطه اوي يا جماعه""",Egyptian
334,"""ربنا اه ربنا انتي لسه معلقه للاستاذ اسامه كده الحق يا استاذ اسامه""",Egyptian
335,"""لا يسطي عادل وانا وبدور واحد بس عديت ال وغلبتكم انتو الجوز وحطو تحتها خط""",Egyptian
336,"""ربما لا تشتري السعاده لانها معنويه مش ماديه لكن تشتري مسبابتها وحتي لو الفلوس ماشترتش السعاده البكاء في سياره خاصه""",Egyptian
337,"""حد يقتل البت ده ويكسب ف البشريه ثواب بالله عليكم قبل ما اقتلها بنفسي وادخل النار والسجن ف حته مت""",Egyptian
338,"""شكرا اوي""",Egyptian
339,"""احساس جميل لما امسك الفون كل شويه وملاقيش حد معبرني حب الناس ده حاجه من عند ربنا""",Egyptian
340,"""فين الغيبه دي""",Egyptian
341,"""يعني هانت مستعجل اوي يعني عمر كان قال ف حدود سنه كده""",Egyptian
342,"""ميصحش كده يا جماعه ده انتوا اهل رانياعلوانيتفضحالاهلاويه""",Egyptian
343,"""ملهاش حق تزعل طبعا""",Egyptian
344,"""طب والله انا مكسوفه منك""",Egyptian
345,"""كان عندنا مستر انجلش فالمدرسه حصتين ورا بعض و لما الحصه الاولي خلصت خرج و و بعدها دخل تاني و قام موقفنا بقي و جود م""",Egyptian
346,"""اين اللغوضه اين اللحوسه و مين هيسرح للبزرايه شعره لا مش احسن ان اكلت مانجه من غير لغوضه""",Egyptian
347,"""هتعرف تفرح حد هتعرف تمثل انك كويس ومبسوط ودمك خفيف لمده اد ايه ده اللي هيحدد علاقتك بناس كتير هتفضل مصدر فرحه ف""",Egyptian
